parabolic
iso,H2,H1,AX,L1,L2,CDD
Ar40,5.0,5.0,5.0,5.0,5.0,5.0
Ar39,4.8912127999999999,4.8912127999999999,4.8912127999999999,4.8912127999999999,4.8912127999999999,4.8912127999999999
Ar36,4.5550117999999999,4.5550117999999999,4.5550117999999999,4.5550117999999999,4.5550117999999999,4.5550117999999999
