circle,3.0
61
61
-3.7211, 14.8844
0, 14.8844
3.7211, 14.8844
-11.1633, 11.1633
-7.4422, 11.1633
-3.7211, 11.1633
0, 11.1633
3.7211, 11.1633
7.4422, 11.1633
11.1633, 11.1633
-11.1633, 7.4422
-7.4422, 7.4422
-3.7211, 7.4422
0, 7.4422
3.7211, 7.4422
7.4422, 7.4422
11.1633, 7.4422
-14.8844, 3.7211
-11.1633, 3.7211
-7.4422, 3.7211
-3.7211, 3.7211
0, 3.7211
3.7211, 3.7211
7.4422, 3.7211
11.1633, 3.7211
14.8844, 3.7211
-14.8844, 0
-11.1633, 0
-7.4422, 0
-3.7211, 0
0, 0
3.7211, 0
7.4422, 0
11.1633, 0
14.8844, 0
-14.8844, -3.7211
-11.1633, -3.7211
-7.4422, -3.7211
-3.7211, -3.7211
0, -3.7211
3.7211, -3.7211
7.4422, -3.7211
11.1633, -3.7211
14.8844, -3.7211
-11.1633, -7.4422
-7.4422, -7.4422
-3.7211, -7.4422
0, -7.4422
3.7211, -7.4422
7.4422, -7.4422
11.1633, -7.4422
-11.1633, -11.1633
-7.4422, -11.1633
-3.7211, -11.1633
0, -11.1633
3.7211, -11.1633
7.4422, -11.1633
11.1633, -11.1633
-3.7211, -14.8844
0, -14.8844
3.7211, -14.8844
